6,0.406
7,0.336
8,0.290
9,0.257
10,0.230
11,0.211
12,0.193
13,0.178
14,0.166
15,0.154
16,0.145
17,0.138
18,0.130
19,0.124
20,0.119
21,0.113
22,0.108
