6,0.376
7,0.315
8,0.270
9,0.239
10,0.215
11,0.194
12,0.180
13,0.166
14,0.154
15,0.144
16,0.135
17,0.127
18,0.121
19,0.116
20,0.110
21,0.105
22,0.102
